qpz (%)	Lateral Force (kN)
0.091729988	500.77
0.091021151	488.29
0.090230556	475.27
0.089443816	462.91
0.088649366	450.33
0.087940529	437.52
0.087149934	425.09
0.086273726	412.78
0.085650501	400.46
0.084856052	387.94
0.084065457	375.78
0.083271007	363.16
0.082067769	351.04
0.081113658	338.21
0.079988323	326.16
0.07877352	314.06
0.077045044	302.16
0.074117993	289.41
0.070840784	277.49
0.067147077	263.9
0.064811604	253.15
0.062133682	240.84
0.059374002	228.77
0.056614322	216.49
0.054103769	204.63
0.051682684	193.02
0.049257744	180.72
0.04666158	168.96
0.043816287	157.17
0.041223977	145.18
0.038631667	133.76
0.03561515	121.75
0.032684245	110.5
0.030006323	98.57
0.027246642	86.95
0.024907315	75.49
0.022571842	64.18
0.019979532	53.25
0.017554592	41.73
0.01538649	30.29
0.01296155	19.03
0.01053661	7.83
0.007948155	-2.61
0.005608827	-13.49
0.002763535	-24.19
0.000583868	-34.88
-0.002183521	-45
-0.004608461	-55.7
-0.006869885	-66.09
-0.009637275	-76.39
-0.012241149	-86.58
-0.015094151	-96.6
-0.017522945	-106.59
-0.019784369	-116.47
-0.022715274	-126.39
-0.024894941	-136.07
-0.02766233	-145.61
-0.030005512	-154.96
-0.032099567	-164.28
-0.034442749	-173.38
-0.036276111	-182.57
-0.038362456	-191.29
-0.040452655	-200.19
-0.042457243	-208.64
-0.04479657	-217.01
-0.046380804	-225.37
-0.048299779	-233.71
-0.050393833	-241.82
-0.051978068	-250.02
-0.054064413	-257.6
-0.055477422	-265.28
-0.057742701	-272.76
-0.060171496	-280.33
-0.061673972	-287.6
-0.063339965	-294.74
-0.065091569	-301.86
-0.066590191	-308.65
-0.069026695	-315.47
-0.070529172	-322.37
-0.07245971	-329.01
-0.074728844	-335.56
-0.076402546	-341.99
-0.078243617	-348.16
-0.079999076	-354.19
-0.081501553	-360.04
-0.083260867	-365.99
-0.084082299	-371.97
-0.086008983	-377.59
-0.086919882	-382.91
-0.087838491	-387.63
-0.089340968	-393.78
-0.090504849	-399.14
-0.092096793	-404.3
-0.092758564	-409.58
-0.094774715	-414.6
-0.095607712	-419.79
-0.096351241	-424.33
-0.097943184	-429.28
-0.098519343	-433.88
-0.099936208	-438.28
-0.101189556	-442.9
-0.10193694	-447.23
-0.103194144	-451.82
-0.10402714	-455.93
-0.105198731	-460.18
-0.106117339	-464
-0.106782965	-468.3
-0.108040169	-472.3
-0.108877019	-475.88
-0.109795628	-479.95
-0.110799849	-483.73
-0.111465475	-487.18
-0.112302325	-490.94
-0.112882339	-494.6
-0.11388656	-497.93
-0.114723411	-501.59
-0.115139909	-504.53
-0.116225887	-508.31
-0.11698098	-511.28
-0.117479236	-514.38
-0.118483457	-517.5
-0.119067325	-520.87
-0.119565581	-523.92
-0.120316819	-527
-0.120729463	-529.79
-0.121733684	-533.12
-0.122228085	-535.96
-0.122897565	-538.81
-0.123648804	-541.43
-0.123812319	-544.41
-0.124559703	-547.08
-0.124890589	-549.62
-0.125307087	-552.35
-0.125976567	-555.08
-0.126307453	-557.63
-0.126720096	-560.23
-0.127303964	-562.54
-0.12746748	-565.33
-0.128304331	-567.56
-0.128386088	-570.07
-0.128969957	-572.35
-0.129468212	-574.9
-0.129639437	-575.84
-0.130219451	-579.25
-0.130464724	-581.43
-0.131215962	-583.4
-0.131383333	-585.72
-0.131795976	-587.81
-0.132208619	-589.66
-0.132457747	-591.62
-0.133041615	-593.64
-0.133372501	-595.64
-0.133536017	-597.56
-0.134034272	-599.51
-0.134369013	-601.27
-0.134785511	-603.51
-0.135198154	-605.32
-0.135447282	-607.41
-0.13603115	-608.95
-0.136194666	-610.94
-0.136443794	-612.52
-0.136774679	-614.2
-0.137019953	-615.91
-0.137518208	-617.57
-0.137681724	-619.16
-0.137845239	-621.1
-0.13817227	-622.82
-0.138339641	-624.24
-0.138666672	-625.9
-0.138919654	-627.27
-0.13908317	-628.94
-0.139328443	-630.6
-0.139495813	-631.77
-0.139655474	-633.31
-0.139822844	-634.56
-0.13998636	-635.9
-0.140399003	-637.29
-0.140399003	-638.74
-0.140644276	-639.94
-0.140893404	-641.26
-0.141060774	-642.81
-0.141306048	-644.15
-0.141473418	-645.64
-0.141640788	-646.7
-0.141967819	-648.11
-0.142057286	-647.73
-0.142302559	-650.47
-0.142384317	-651.9
-0.142547832	-652.91
-0.142715203	-654.17
-0.142878718	-655.24
-0.143042234	-656.6
-0.143042234	-657.73
-0.143287507	-658.84
-0.143454877	-659.88
-0.143618392	-660.9
-0.143781908	-662.08
-0.143949278	-663.24
-0.144194551	-664.07
-0.144439825	-665.05
-0.14460334	-666.38
-0.144934226	-666.95
-0.145179499	-668.17
-0.1456739	-669.36
-0.146086544	-670.25
-0.146417429	-670.97
-0.147079201	-671.86
-0.147834294	-672.64
-0.149099206	-673.37
-0.151134631	-673.94
-0.152064803	-674.96
-0.153154636	-675.75
-0.154162712	-676.66
-0.15491395	-677.2
-0.156085541	-678.26
-0.156840634	-678.86
-0.15767363	-679.7
-0.158592239	-680.37
-0.161021033	-680.94
-0.16128558	-681.73
-0.161445241	-682.5
-0.162107012	-683.05
-0.162940008	-683.9
-0.163609489	-684.6
-0.16478108	-685.52
-0.165532318	-686.06
-0.166450927	-686.9
-0.167287777	-687.26
-0.169034717	-634.23
-0.168489395	-619.85
-0.167702655	-606.04
-0.16691206	-592.21
-0.166121465	-578.95
-0.165081742	-565.6
-0.16420168	-552.45
-0.162741604	-538.98
-0.161363286	-525.9
-0.159891647	-512.61
-0.156715469	-499.63
-0.153617194	-486.37
-0.150437161	-473.37
-0.146743453	-460.07
-0.144236756	-447.19
-0.141305851	-434.39
-0.138884766	-421.29
-0.135704733	-408.33
-0.132941198	-395.51
-0.13060958	-382.53
-0.127180419	-369.6
-0.124506352	-356.76
-0.121668768	-344.01
-0.118313656	-331.22
-0.115810813	-318.34
-0.11263078	-305.6
-0.109952858	-292.41
-0.107282645	-279.68
-0.103838066	-267.09
-0.100907161	-254.34
-0.097715564	-241.86
-0.094691337	-229.07
-0.091756578	-216.64
-0.088401465	-203.45
-0.085381093	-191.37
-0.082356867	-178.85
-0.0799512	-166.44
-0.077619582	-153.8
-0.074521307	-141.55
-0.072018464	-128.93
-0.069597379	-116.99
-0.066417346	-104.71
-0.063233459	-92.77
-0.060473778	-80.54
-0.057282182	-68.83
-0.054102149	-56.03
-0.052101416	-45.9
-0.049676477	-34.31
-0.047426616	-22.75
-0.044488002	-11.62
-0.041646564	-0.77
-0.038630047	10.36
-0.036543702	20.98
-0.033694555	32.94
-0.031102245	43.95
-0.029019754	54.82
-0.02737689	65.9
-0.025975444	76.39
-0.024149791	87
-0.021810464	97.34
-0.018957462	107.3
-0.014913596	117.35
-0.01120447	128.08
-0.006899912	138.03
-0.003782364	148.14
-0.00084375	157.76
0.001659093	167.38
0.004691029	177.03
0.006014572	186.53
0.008525124	195.66
0.010697081	204.79
0.012612201	213.84
0.014706255	222.82
0.01730242	231.65
0.018878945	240.16
0.02130774	248.48
0.022973732	256.84
0.024799385	265.11
0.026301862	273.33
0.028567141	281.35
0.029972441	289.08
0.032311768	296.87
0.033214958	304.39
0.034954999	311.91
0.036788361	318.96
0.038294693	326.27
0.039194028	333.44
0.0403502	340.36
0.04193058	347.41
0.043172365	353.98
0.04441415	360.53
0.045570322	367.02
0.046983332	373.39
0.04796828	379.71
0.049050404	385.9
0.050545171	391.87
0.051452216	397.8
0.052950838	403.75
0.054025253	409.28
0.055609487	414.88
0.056438628	420.33
0.057263915	426.04
0.058420088	431.21
0.059163617	436.34
0.060319789	441.3
0.061145076	446.17
0.061635623	450.31
0.062542667	455.98
0.063286196	461.05
0.064450078	465.42
0.065279219	469.91
0.06645081	474.24
0.067447322	478.61
0.068105239	482.99
0.068763155	487.28
0.069506684	491.57
0.070001086	495.36
0.07090813	499.56
0.071402531	503.67
0.071729562	507.57
0.072305721	511.12
0.072796268	514.99
0.073535942	518.78
0.073944731	522.38
0.07452089	525.76
0.075011436	529.41
0.075338467	532.68
0.075832869	536.3
0.076241657	539.5
0.076483076	542.4
0.077059235	546.05
0.077382411	549.2
0.078044183	552.3
0.078534729	555.32
0.078943518	558.42
0.079266694	561.38
0.079675483	563.97
0.080080417	566.88
0.080411303	569.83
0.080652721	572.3
0.081143268	575.11
0.081474153	577.56
0.081882942	580.26
0.082128216	582.54
0.08253315	585.23
0.082945793	587.6
0.083525807	584.21
0.083354582	590.98
0.083596	594.78
0.083837419	597.5
0.084327966	599.49
0.084409723	601.97
0.084818512	604.06
0.084982028	606.31
0.085223446	608.29
0.085550477	610.36
0.085713993	612.54
0.085955411	614.68
0.086200685	616.63
0.086360345	618.37
0.086605619	618.89
0.086683522	622.03
0.08692494	624.15
0.087088456	625.78
0.087411632	627.9
0.087575148	629.8
0.087898324	631.54
0.088225355	633.47
0.088385016	635.17
0.088626435	636.88
0.08878995	638.66
0.088786096	640.53
0.089027514	642.04
0.089272787	643.66
0.08935069	644.96
0.089510351	646.67
0.089673867	648.11
0.089833528	649.78
0.089997043	651.5
0.090156704	652.7
0.09047988	654.03
0.090725154	655.46
0.090966572	656.9
0.091371506	658.32
0.091453264	659.56
0.091694683	660.8
0.091939956	662.19
0.092017859	663.6
0.09234489	664.81
0.092675776	662.22
0.092671921	666.44
0.092827727	668.52
0.093073001	669.85
0.093314419	671.2
0.093396177	672.41
0.093555838	673.72
0.093637596	674.87
0.093797257	676.09
0.09404253	677.36
0.094120433	678.84
0.094283948	679.98
0.094447464	681.19
0.094525367	682.29
0.094766786	683.71
0.094766786	684.8
0.095012059	685.97
0.095089962	686.61
0.095335235	687.5
0.095413138	688.5
0.095494896	689.7
0.095654557	690.5
0.095818072	691.7
0.09589983	692.8
0.096059491	693.6
0.096059491	694.8
0.096386522	695.7
0.09646828	696.7
0.096550038	697.5
0.096705844	698.2
0.096787602	699.3
0.096951117	700.1
0.097114633	700.7
0.09719639	701.8
0.097356051	702.5
0.097601324	703.6
0.097760985	704.2
0.098010113	705.1
0.098169774	705.9
0.098415047	706.6
0.098578563	707.2
0.098742078	708.1
0.099069109	708.5
0.099150867	709.5
0.099563511	710
0.099898251	711.1
0.100314749	711.5
0.100560022	712.5
0.10080915	712.8
0.101140036	714
0.101548824	714.3
0.103156187	678.94
0.10261472	665.03
0.101578851	651.89
0.100788256	638.65
0.100168886	625.84
0.099541807	612.73
0.098918582	600.15
0.098131841	586.88
0.097423004	574.57
0.096636264	561.35
0.096094797	548.58
0.095140686	535.85
0.094435703	523.02
0.093485448	510.52
0.092531337	497.71
0.091495469	485.16
0.090623116	472.62
0.089750763	460.19
0.089045781	447.75
0.088169573	435.48
0.08746459	423.26
0.086588383	410.29
0.085961304	398.24
0.085085096	385.66
0.084376259	373.31
0.083500051	360.63
0.08278736	348.65
0.081911152	336.17
0.080610737	324.11
0.078551375	311.8
0.075881162	300.25
0.073121482	288.07
0.070451269	275.43
0.067777201	263.87
0.065103133	251.67
0.062425211	239.48
0.059661676	227.54
0.057061657	215.71
0.054301977	203.85
0.051624054	192.19
0.048946132	180.01
0.045929615	168.44
0.042827485	156.77
0.040067805	144.77
0.037226367	132.76
0.034548444	121.46
0.032127359	110.02
0.029285921	98.32
0.026860982	86.97
0.024611121	75.78
0.022357406	64.31
0.020021933	53.02
0.017849976	42.01
0.015510649	30.71
0.012918339	19.25
0.010240416	8.55
0.007297947	-2.41
0.00461617	-13.07
0.001681411	-23.36
-0.000494401	-34.01
-0.003090566	-44.32
-0.005601118	-54.59
-0.008107816	-64.79
-0.010789593	-75.2
-0.013475224	-85.36
-0.016067534	-95.27
-0.018581941	-105.08
-0.020843365	-114.8
-0.023350063	-124.55
-0.025436408	-134.09
-0.027775735	-143.54
-0.029947693	-152.87
-0.03195228	-162.19
-0.03420985	-171.31
-0.036385661	-180.15
-0.038728844	-188.66
-0.040986413	-197.52
-0.042827485	-205.78
-0.044999442	-214.41
-0.047089642	-222.63
-0.049094229	-230.57
-0.051351798	-238.77
-0.053107258	-246.77
-0.055193603	-254.35
-0.056945207	-261.96
-0.058015767	-269.62
-0.061565232	-276.91
-0.063573674	-284.13
-0.065496503	-291.3
-0.067501091	-298.4
-0.068832342	-305.3
-0.071012009	-311.89
-0.072090278	-318.64
-0.073760125	-325.21
-0.075772422	-331.76
-0.077103674	-338.35
-0.079287195	-344.4
-0.080622301	-350.44
-0.082039166	-356.39
-0.083798479	-362.38
-0.085215344	-367.89
-0.08740272	-373.47
-0.088905196	-379.24
-0.090158545	-384.56
-0.091914004	-390
-0.093081741	-395.25
-0.095008425	-400.5
-0.096090549	-406.01
-0.097090915	-410.6
-0.098682859	-415.62
-0.099430242	-420.47
-0.100683591	-425.46
-0.101940795	-429.84
-0.102688178	-434.35
-0.104190655	-439.1
-0.105194876	-443.38
-0.106191388	-447.51
-0.107530349	-452.11
-0.108110362	-456.26
-0.109363711	-460.43
-0.11044969	-464.23
-0.111111461	-468.53
-0.112621647	-472.51
-0.113201661	-476.14
-0.114120269	-479.71
-0.11529186	-483.69
-0.115790116	-486.98
-0.116879949	-490.95
-0.117459963	-494.16
-0.118464184	-497.51
-0.119468405	-500.92
-0.119881048	-504.26
-0.120970881	-507.43
-0.121469137	-511.23
-0.122387746	-513.93
-0.123142839	-517.3
-0.123555482	-520.34
-0.124388478	-523.27
-0.125139716	-526.51
-0.125723585	-528.99
-0.126642193	-532.14
-0.127140449	-535.07
-0.127806075	-537.71
-0.128475555	-540.55
-0.129055569	-543.4
-0.129639437	-545.83
-0.130137693	-548.63
-0.131056302	-551.23
-0.131468945	-553.64
-0.131881588	-556.37
-0.132718439	-558.87
-0.133302307	-561.01
-0.133800563	-563.65
-0.134637414	-566.01
-0.134800929	-568.27
-0.135723392	-570.34
-0.136221648	-572.84
-0.136466922	-574.78
-0.13705079	-576.92
-0.137467288	-579.32
-0.138136768	-581.16
-0.138553266	-583.61
-0.138969764	-585.44
-0.139806615	-587.53
-0.140141356	-589.52
-0.140888739	-591.45
-0.14139085	-593.45
-0.141639978	-595.64
-0.142391216	-597.39
-0.142725956	-599.56
-0.143142454	-601.23
-0.143979305	-603
-0.144228433	-604.74
-0.144812301	-606.58
-0.145228799	-608.19
-0.145645297	-610.08
-0.146314778	-611.71
-0.146482148	-613.91
-0.147066016	-615.2
-0.147396902	-616.92
-0.1478134	-618.4
-0.148564638	-620.07
-0.148650251	-621.64
-0.148981136	-623.37
-0.149483247	-625.04
-0.14972852	-626.53
-0.150226776	-627.66
-0.150394146	-629.21
-0.150806789	-630.71
-0.151223287	-632.33
-0.151390658	-633.71
-0.152052429	-635.2
-0.152138041	-636.65
-0.152301557	-638.05
-0.152632442	-639.01
-0.15288157	-640.38
-0.153379826	-641.76
-0.153714566	-643.15
-0.153796324	-644.32
-0.154458095	-646.05
-0.154458095	-647.14
-0.154788981	-648.63
-0.155038109	-649.7
-0.155372849	-650.9
-0.155956718	-652.46
-0.156124088	-653.75
-0.156540586	-654.51
-0.156875326	-655.99
-0.157042696	-657.27
-0.157540952	-658.37
-0.15762271	-659.5
-0.158039208	-660.91
-0.158455706	-662.13
-0.158541318	-663.34
-0.158953962	-664.43
-0.159288702	-665.58
-0.159456072	-666.8
-0.159786958	-667.58
-0.159954328	-668.47
-0.160285214	-669.64
-0.160697857	-670.39
-0.160869082	-671.34
-0.161196113	-672.48
-0.161445241	-673.71
-0.161608756	-674.35
-0.161939642	-675.65
-0.16218877	-676.41
-0.162515801	-677.44
-0.162764929	-678.62
-0.163095814	-679.31
-0.163508458	-680.4
-0.163675828	-681.17
-0.164170229	-682.12
-0.164501115	-682.92
-0.164746388	-684.08
-0.165073419	-685.1
-0.165486062	-685.95
-0.165980463	-686.71
-0.166556622	-687.62
-0.167054878	-688.53
-0.168097645	-652.58
-0.167645645	-638.08
-0.16685505	-624.16
-0.166146213	-610.64
-0.165277715	-596.9
-0.164483265	-583.84
-0.163696525	-570.36
-0.162652947	-556.92
-0.161438145	-543.99
-0.159378783	-530.98
-0.157735918	-517.52
-0.156182521	-504.44
-0.154111595	-491.68
-0.151270157	-478.32
-0.148004512	-464.91
-0.144987994	-452.36
-0.141718494	-439.13
-0.13827777	-425.9
-0.13568546	-413.36
-0.132676652	-400.51
-0.129753456	-387.3
-0.127421838	-374.99
-0.124409175	-361.92
-0.121731253	-349.13
-0.11820877	-336.56
-0.11511435	-323.93
-0.112607652	-310.85
-0.109174637	-297.97
-0.106072507	-285.53
-0.102892475	-272.77
-0.099879812	-260.01
-0.097034519	-247.54
-0.092655913	-235.01
-0.089806766	-222.24
-0.087303923	-210.03
-0.084626	-197.23
-0.082294382	-184.73
-0.079277865	-172.11
-0.07600451	-159.91
-0.072306949	-147.37
-0.069804106	-135.21
-0.06721565	-122.94
-0.064284745	-110.9
-0.061357695	-98.38
-0.058847143	-86.4
-0.055577643	-74.5
-0.052467804	-62.88
-0.04901937	-51.2
-0.046687752	-39.79
-0.044091587	-28.65
-0.04140981	-16.99
-0.039241708	-6.29
-0.036478173	5.06
-0.033885863	15.8
-0.031636003	26.9
-0.028786855	38.38
-0.026112788	49.37
-0.024454505	60.22
-0.022111323	70.76
-0.019340079	81.46
-0.017004606	91.86
-0.014922115	102.05
-0.012489466	111.96
-0.009803835	122.11
-0.007974327	132.43
-0.005035713	142.34
-0.002268323	152.53
-0.000606186	162.23
0.001647529	171.83
0.005177721	181.31
0.007684419	190.4
0.008930058	199.38
0.011619544	208.66
0.013449052	217.56
0.015360317	226.45
0.017189825	234.83
0.019455104	243.62
0.022226348	252.05
0.024308838	260.3
0.026313426	268.16
0.027979418	276.61
0.029734877	284.16
0.03071597	292.06
0.032634945	299.87
0.034635677	307.45
0.036647974	314.37
0.037558873	321.98
0.038205226	328.68
0.039781751	335.93
0.041015826	342.93
0.042347078	349.73
0.043421493	356.22
0.044492053	363.04
0.045566468	369.35
0.04689001	375.68
0.047964425	381.94
0.049303386	388.05
0.050634638	393.92
0.051705198	399.93
0.05286908	405.67
0.053854028	411.1
0.055095813	416.8
0.056170227	422.34
0.057073417	427.47
0.05806222	432.76
0.058805749	438.04
0.05996963	443.19
0.060713159	448.11
0.061624059	452.91
0.062698473	457.52
0.063609373	462.34
0.064434659	466.65
0.065178188	471.69
0.065668735	475.72
0.066747004	480.11
0.067576146	484.53
0.068237917	488.78
0.069316186	493.04
0.070149183	497.16
0.070810954	501.22
0.071636241	504.96
0.072048884	508.89
0.073045396	512.85
0.074045762	516.37
0.075049983	519.96
0.075886834	523.89
0.07655246	527
0.077381601	530.95
0.077879857	533.99
0.078537773	537.68
0.079032175	540.77
0.079444818	544.1
0.080188347	547.06
0.080597136	550.08
0.081009779	552.87
0.081585938	556.18
0.082080339	559.02
0.08257474	561.99
0.082901771	564.64
0.083228802	567.44
0.083719349	570.35
0.084217605	572.89
0.084540781	575.71
0.084867812	578.04
0.085362213	580.59
0.08585276	583.29
0.086098033	585.92
0.086425064	588.31
0.086833853	590.68
0.087160884	593.46
0.087569673	595.58
0.087814946	598.02
0.088141977	600.33
0.088636378	602.39
0.088881651	604.4
0.08912307	606.63
0.089286585	609.01
0.089609762	611.19
0.089769423	612.93
0.090096454	615.32
0.090259969	617.11
0.090501388	619.24
0.090661049	621
0.09082071	622.84
0.090984225	624.79
0.091225644	626.82
0.091470917	628.45
0.091630578	630.44
0.091871996	632.23
0.09211727	633.94
0.092276931	635.69
0.092436591	637.48
0.092596252	639.13
0.092841526	641.11
0.092837671	642.31
0.093001186	644.3
0.093242605	645.74
0.093320508	647.37
0.093480169	648.95
0.093725442	649.95
0.093803345	651.77
0.093963006	653.18
0.094126522	654.45
0.094286183	656.32
0.094445843	657.49
0.094523747	658.89
0.094687262	659.98
0.094765165	661.24
0.095092196	662.61
0.095251857	663.9
0.095248002	664.88
0.095411518	666.38
0.095489421	667.76
0.095567324	669.1
0.095645227	670.49
0.095808743	671.76
0.096050161	672.86
0.096209822	674.02
0.096373338	675.25
0.096532999	676.38
0.096692659	677.72
0.097015836	679.19
0.096930223	680.03
0.097093739	681.41
0.0972534	682.45
0.097335157	683.85
0.097494818	684.62
0.097576576	685.7
0.097487109	686.7
0.09781414	688.03
0.097810285	689.1
0.097806431	690.5
0.098133462	691.5
0.098047849	692.6
0.09820751	693.4
0.098289268	692.3
0.098448929	695.7
0.098526832	696.5
0.098604735	697.9
0.098682638	698.7
0.098846154	699.5
0.099087572	700.2
0.099005815	701.2
0.099328991	702.2
0.099325136	703.1
0.099325136	704.1
0.099484797	704.8
0.099480943	705.7
0.099558846	706.6
0.099718506	707.2
0.099882022	708.4
0.099959925	709
0.100123441	709.9
0.100201344	710.6
0.100442762	711.5
0.100520665	712.2
0.100598569	713.3
0.100758229	713.8
0.10091789	714.6
0.101163164	715.5
0.101241067	716.2
0.101400728	716.4
0.101560388	717
0.101720049	717.5
0.102124983	718.4
0.102202886	718.6
0.102526063	719.9
0.102603966	720.2
0.103012755	720.7
0.103168561	721.2
0.103491737	721.8
0.103818768	722.4
0.104141945	722.9
0.104468976	723.4
0.104792152	724.3
0.105115328	725
0.105442359	725.5
0.105932906	726.1
0.106345549	726.6
0.106586968	727.1
0.107163127	727.7
0.107490158	728.3
0.107980704	728.9
0.108560718	729.5
0.109938226	675.62
0.109065873	662.3
0.108282987	648.99
0.107655908	635.87
0.106950925	623.07
0.106164185	609.87
0.105459202	597.18
0.104505091	584.21
0.103803963	571.9
0.103013368	559.09
0.102226628	546.33
0.101354275	534.08
0.100404019	521.11
0.099449909	508.4
0.098663168	496.08
0.097872573	483.67
0.097085833	471
0.096295238	458.71
0.095422885	446.17
0.094550532	433.86
0.093759937	421.49
0.092887585	409.1
0.09209699	396.75
0.091388152	384.52
0.090593703	372.29
0.08972135	360.09
0.0889269	348.09
0.088136305	335.5
0.087341856	323.65
0.086547406	311.66
0.085589441	299.7
0.084203414	287.5
0.082638452	275.33
0.080306834	263.24
0.077632766	251.58
0.074791329	239.41
0.072362534	227.59
0.069602854	215.88
0.067010544	204.16
0.064499992	192.38
0.061740312	180.47
0.059066244	168.87
0.056470079	157.24
0.053714254	146.04
0.050954574	134.26
0.048529634	122.9
0.045847857	111.73
0.043088177	100.37
0.040495867	89.11
0.037903557	77.56
0.035478617	67
0.032971919	55.76
0.030543125	44.83
0.027950815	33.19
0.02535465	22.4
0.022758486	11.2
0.020504771	0.88
0.017908606	-9.56
0.015226829	-19.66
0.01211699	-29.95
0.009602583	-40.44
0.006920806	-50.27
0.004748849	-60.52
0.001985314	-70.03
-0.000614705	-79.98
-0.003121403	-89.67
-0.00580318	-99.56
-0.007897234	-108.99
-0.010493399	-118.38
-0.013089563	-127.74
-0.015016247	-137.24
-0.017608557	-146.15
-0.019698757	-155.13
-0.022298776	-164.05
-0.024813183	-172.69
-0.026988995	-181.38
-0.029495693	-189.83
-0.03133291	-197.93
-0.033676092	-206.1
-0.035933661	-214.25
-0.037517896	-222.26
-0.039942836	-229.97
-0.041865665	-237.65
-0.043874107	-245.12
-0.045882549	-252.66
-0.047638008	-259.84
-0.049556983	-267.47
-0.051647182	-274.15
-0.053235271	-281.5
-0.055492841	-287.9
-0.056995318	-294.64
-0.058832535	-301.27
-0.060840976	-308.07
-0.062343453	-314.35
-0.064262428	-320.42
-0.065679292	-326.6
-0.067177914	-332.91
-0.068933373	-338.96
-0.070011643	-344.63
-0.072794451	-350.26
-0.073787108	-356
-0.075379051	-361.08
-0.077134511	-366.8
-0.078216635	-372.19
-0.079972094	-377.42
-0.081392813	-382.35
-0.082474937	-387.46
-0.084491088	-392.59
-0.085826194	-397.42
-0.08733638	-402.18
-0.089013937	-406.83
-0.090014303	-411.32
-0.091520634	-416.14
-0.092859595	-420.6
-0.094198557	-425.01
-0.095537518	-429
-0.096281047	-433.24
-0.097962458	-437.44
-0.098962824	-441.57
-0.100387397	-445.58
-0.101644601	-449.49
-0.102391985	-453.35
-0.103645333	-456.9
-0.104392717	-460.9
-0.105396938	-464.46
-0.106907124	-467.9
-0.107487137	-471.46
-0.108573116	-475.02
-0.109577337	-478.43
-0.110157351	-481.65
-0.111414554	-485.18
-0.111994568	-488.88
-0.113080546	-491.61
-0.114003009	-494.82
-0.11433004	-498.02
-0.115501631	-501.09
-0.11625287	-504.17
-0.117000253	-507.32
-0.118175699	-510.21
-0.118506585	-512.92
-0.120016771	-515.86
-0.120343802	-518.86
-0.121013282	-521.6
-0.121846278	-524.2
-0.122262777	-526.88
-0.123266997	-529.46
-0.124185606	-532.17
-0.124683862	-534.71
-0.125520712	-537.01
-0.126018968	-539.74
-0.126770207	-542.2
-0.127688815	-544.37
-0.128190926	-546.55
-0.129109534	-549.18
-0.129693402	-551.27
-0.13027727	-553.51
-0.131114121	-555.7
-0.131359394	-557.9
-0.132196245	-560.23
-0.132780113	-562.59
-0.133110999	-564.62
-0.13394785	-566.7
-0.134364348	-568.7
-0.135201199	-570.75
-0.135699454	-572.8
-0.136115952	-574.83
-0.137038416	-576.88
-0.137201931	-578.65
-0.138038782	-580.52
-0.138793875	-582.6
-0.13912476	-584.43
-0.139794241	-586.24
-0.140039514	-587.64
-0.140876365	-589.87
-0.141378476	-591.63
-0.141794974	-593.52
-0.142631824	-595.52
-0.14296271	-596.99
-0.143379208	-598.58
-0.144048689	-600.09
-0.144212204	-601.69
-0.14487783	-603.48
-0.145461698	-604.76
-0.145543456	-606.6
-0.14612347	-608.14
-0.14645821	-609.78
-0.146956466	-611.35
-0.147372964	-612.94
-0.147618237	-614.61
-0.147949123	-616.21
-0.148451233	-617.64
-0.148867731	-619.17
-0.149198617	-620.54
-0.149447745	-621.88
-0.150198983	-623.03
-0.150529869	-624.54
-0.150778997	-626.06
-0.151362865	-627.32
-0.151697605	-628.64
-0.152195861	-629.82
-0.152359376	-631.02
-0.152690262	-632.99
-0.15327413	-633.82
-0.153355888	-635.21
-0.153768531	-636.7
-0.154017659	-637.81
-0.154181175	-639.08
-0.154679431	-640.39
-0.154928559	-641.61
-0.155092074	-642.96
-0.15559033	-643.88
-0.155843312	-644.98
-0.156427181	-646.1
-0.156676308	-647.33
-0.157011049	-648.46
-0.157509305	-649.81
-0.157676675	-650.8
-0.158174931	-651.95
-0.158427913	-652.96
-0.158591429	-654.27
-0.159175297	-655.24
-0.159175297	-656.4
-0.159502328	-657.6
-0.159833213	-658.74
-0.160000584	-659.57
-0.160413227	-660.59
-0.160580597	-661.64
-0.160907628	-662.69
-0.161156756	-663.83
-0.161324126	-664.76
-0.16173677	-665.93
-0.161985897	-666.76
-0.162145558	-668.06
-0.162558202	-669.16
-0.162643814	-670.03
-0.163056458	-670.84
-0.163216118	-671.93
-0.163550859	-672.8
-0.16387789	-674.05
-0.16387789	-675.24
-0.164286679	-675.73
-0.164535806	-676.77
-0.164699322	-677.7
-0.165189868	-678.67
-0.165357239	-679.66
-0.165769882	-680.36
-0.166015155	-681.42
-0.166260428	-682.03
-0.166840442	-683.22
-0.167171328	-683.86
-0.167665729	-685.01
-0.168506434	-685.89
-0.169094157	-686.79
-0.170187845	-687.22
-0.170771713	-688.41
-0.171441194	-688.74
-0.172278045	-689.85
-0.17295138	-690.76
-0.173869988	-691.69
-0.174625081	-692.26
-0.175547544	-693.14
-0.17655562	-693.68
-0.177392471	-694.71
-0.178564062	-695.51
-0.179319155	-696.1
-0.180237763	-696.43
-0.181580579	-697.18
-0.182503042	-697.57
-0.183670779	-698.28
-0.184674999	-699.28
-0.18567922	-700.01
-0.186765199	-700.52
-0.187855032	-701.36
-0.189108381	-701.72
-0.19036173	-702.64
-0.191622788	-703.52
-0.193043507	-704.11
-0.193880358	-704.72
-0.194795112	-705.27
-0.196301443	-705.99
-0.197138294	-706.37
-0.19864077	-707.15
-0.200147102	-708.22
-0.201482208	-708.89
-0.203241522	-709.17
-0.204658386	-710.18
-0.206332088	-710.34
